Country and areas,Income Group,ISO code,Region,Sub-region,Survey year,Year*,Corr - UW vs Stunt,Corr - UW vs Wast,Corr UW vs SW,Overweight,Rural,Severe wasting,Stunting,Survey sample size (N),Type of Impacts,Under 5 population,Under 5 Stunt,Underweight,Urban,Wasting
HAITI,Low Income,HTI,Latin America and the Caribbean,Caribbean,1994-95,1994,,,,4.3055048,1.3,3.0863628,37.103195,2914.2998,9.273407,1177.202,0.031518121,23.838291,1.3,9.273407
HAITI,Low Income,HTI,Latin America and the Caribbean,Caribbean,2000,2000,,,,3.0594361,,1.4937956,28.758705,6262.6597,5.5318952,1218.649,0.023598842,13.915947,,5.5318952
HAITI,Low Income,HTI,Latin America and the Caribbean,Caribbean,2005-06,2006,,,,3.8803895,,3.2601647,29.621452,2904.7449,10.224526,1227.429,0.024132925,18.857464,,10.224526
HAITI,Low Income,HTI,Latin America and the Caribbean,Caribbean,2012,2012,,,,3.6167965,,1.2672887,22.043266,4591.1006,5.1403236,1253.345,0.017587549,11.622311,,5.1403236
HAITI,Low Income,HTI,Latin America and the Caribbean,Caribbean,2016-17,2017,,,,3.3712432,,0.83093178,21.9461,6645.9487,3.7214034,1232.271,0.017809475,9.4592476,,3.7214034
HONDURAS,Lower Middle Income,HND,Latin America and the Caribbean,Central America,1987,1987,,,,2.7,,,43.3,3244,2.3,809.829,0.053468078,18.1,,2.3
HONDURAS,Lower Middle Income,HND,Latin America and the Caribbean,Central America,1991-92,1992,,,,,,,42.5,5961,2.1,892.59,0.047614246,15.8,,2.1
HONDURAS,Lower Middle Income,HND,Latin America and the Caribbean,Central America,1993-94,1994,,,,,,,45.7,1875,2.7,930.674,0.049104198,16.1,,2.7
HONDURAS,Lower Middle Income,HND,Latin America and the Caribbean,Central America,1996,1996,,,,2.8,,0.3,38.6,1456,1.6,965.578,0.039976056,17.9,,1.6
HONDURAS,Lower Middle Income,HND,Latin America and the Caribbean,Central America,2001,2001,,,,3.0023093,,0.17765145,35.497604,5663,1.2613252,1009.513,0.035163097,12.802402,,1.2613252
HONDURAS,Lower Middle Income,HND,Latin America and the Caribbean,Central America,2005-06,2006,,,,5.7780786,,0.32614437,29.826939,9733.3115,1.3598462,1030.28,0.028950323,8.6524115,,1.3598462
HONDURAS,Lower Middle Income,HND,Latin America and the Caribbean,Central America,2011-12,2012,,,,5.1526589,,0.29762638,22.622423,10253.593,1.3684024,976.935,0.023156528,7.1390033,,1.3684024
INDIA,Lower Middle Income,IND,Asia,Southern Asia,1988-90,1989,,,,,,,62.7,13548,20.3,120678.709,0.000519561,55.5,,20.3
INDIA,Lower Middle Income,IND,Asia,Southern Asia,1991-92,1992,,,,,,,61.9,2948,20,122660.364,0.000504645,52.8,,20
INDIA,Lower Middle Income,IND,Asia,Southern Asia,1992-93,1993,,,,2.9,,7,57.7,38418,19.9,123230.57,0.000468228,51.2,,19.9
INDIA,Lower Middle Income,IND,Asia,Southern Asia,1996-97,1997,,,,5.9,,,45.9,22959,18.4,125787.455,0.000364901,38.4,,18.4
INDIA,Lower Middle Income,IND,Asia,Southern Asia,1998-99,1999,,,,2.9,1.8,5.7,54.2,26403,17.1,127025.304,0.000426687,46.3,1.9,17.1
INDIA,Lower Middle Income,IND,Asia,Southern Asia,2005-06,2006,,,,1.9079499,,6.7868857,47.751255,49148.523,20.031544,129854.049,0.00036773,43.504864,,20.031544
INDIA,Lower Middle Income,IND,Asia,Southern Asia,2013-14,2014,,,,,1.9,4.6,38.7,91273,15.1,122588.114,0.000315691,29.4,2.4,15.1
INDIA,Lower Middle Income,IND,Asia,Southern Asia,2015-16,2015,,,,2.406317,1.5,7.6763234,37.891937,230448.03,20.788258,121415.293,0.000312085,36.264912,1.4,20.788258
INDONESIA,Lower Middle Income,IDN,Asia,South-Eastern Asia,1987,1987,,,,,1.5,,,28169,,22820.858,,35.9,1.6,
INDONESIA,Lower Middle Income,IDN,Asia,South-Eastern Asia,1989,1989,,,,,8.9,,,14101,,22413.764,,31,17.6,
INDONESIA,Lower Middle Income,IDN,Asia,South-Eastern Asia,1992,1992,,,,,2.1,,,33742,,21964.595,,29.8,3.5,
INDONESIA,Lower Middle Income,IDN,Asia,South-Eastern Asia,1995,1995,,,,6.5,1.8,,48.1,9227,14.9,21890.868,0.002197263,30.3,2.1,14.9
INDONESIA,Lower Middle Income,IDN,Asia,South-Eastern Asia,1998,1998,,,,,2.8,,,25505,,21544.138,,25.8,2.6,
INDONESIA,Lower Middle Income,IDN,Asia,South-Eastern Asia,1999,1999,,,,,3.8,,,78849,,21349.842,,22.8,3,
INDONESIA,Lower Middle Income,IDN,Asia,South-Eastern Asia,2000,2000,,,,1.5,2.5,0.9,42.4,106147,5.5,21307.215,0.001989936,24.8,2.8,5.5
INDONESIA,Lower Middle Income,IDN,Asia,South-Eastern Asia,2001,2001,,,,1.5,,0.8,41.6,96417,5.4,21510.112,0.001933974,23.4,,5.4
INDONESIA,Lower Middle Income,IDN,Asia,South-Eastern Asia,2002,2002,,,,,4.1,,,74360,,21757.811,,23,4.8,
INDONESIA,Lower Middle Income,IDN,Asia,South-Eastern Asia,2003,2003,,,,,3.1,,,77110,,22064.384,,23.1,4.9,
INDONESIA,Lower Middle Income,IDN,Asia,South-Eastern Asia,2004,2004,,,,5.1,2.1,5.1,28.6,3116,14.4,22387.338,0.001277508,19.7,4.5,14.4
INDONESIA,Lower Middle Income,IDN,Asia,South-Eastern Asia,2005,2005,,,,,1.2,,,94652,,22680.512,,24.4,2.2,
INDONESIA,Lower Middle Income,IDN,Asia,South-Eastern Asia,2007,2007,,,,11.2,1.3,6.8,40.1,77808,14.8,23122.406,0.001734249,19.6,2.5,14.8
INDONESIA,Lower Middle Income,IDN,Asia,South-Eastern Asia,2010,2010,,,,12.3,,5.4,39.2,18768,12.3,23793.078,0.001647538,18.6,3.6,12.3
INDONESIA,Lower Middle Income,IDN,Asia,South-Eastern Asia,2013,2013,,,,11.5,3.2,6.7,36.4,75232,13.5,24249.408,0.001501068,19.9,6.2,13.5
IRAN (ISLAMIC REPUBLIC OF),Upper Middle Income,IRN,Asia,Southern Asia,1995,1995,,,,5.5,,,24.4,11139,8.1,7630.74,0.003197593,13.8,,8.1
IRAN (ISLAMIC REPUBLIC OF),Upper Middle Income,IRN,Asia,Southern Asia,1998,1998,,,,6.9,2.9,,20.4,2536,6.1,6747.56,0.003023315,9.5,3,6.1
IRAN (ISLAMIC REPUBLIC OF),Upper Middle Income,IRN,Asia,Southern Asia,2004,2004,,,,,,,7.1,34200,4.8,5578.539,0.001272735,4.6,,4.8
IRAN (ISLAMIC REPUBLIC OF),Upper Middle Income,IRN,Asia,Southern Asia,2010-11,2011,,,,,2.9,1.4,6.8,,4,6630.397,0.00102558,4.1,2,4
IRAQ,Upper Middle Income,IRQ,Asia,Western Asia,1991,1991,,,,,,,27.6,2565,4.4,3066.48,0.009000548,10.4,,4.4
IRAQ,Upper Middle Income,IRQ,Asia,Western Asia,2000,2000,,,,5.5343428,,2.4378588,28.100681,14187.617,6.5995603,3840.776,0.007316407,12.788658,,6.5995603
IRAQ,Upper Middle Income,IRQ,Asia,Western Asia,2003,2003,,,,,1.8,,33.7,,5.6,4095.05,0.008229448,10.1,1.8,5.6
IRAQ,Upper Middle Income,IRQ,Asia,Western Asia,2004,2004,,,,,,,20,16464,6.9,4161.09,0.004806433,8,,6.9
IRAQ,Upper Middle Income,IRQ,Asia,Western Asia,2006,2006,,,,14.964702,7.2,2.7342501,27.465424,16262.885,5.7862248,4318.21,0.006360372,7.1136012,6.1,5.7862248
IRAQ,Upper Middle Income,IRQ,Asia,Western Asia,2011,2011,,,,11.359402,1.3,2.6665001,22.059761,35633.379,6.4961553,5018.159,0.004395987,7.2280817,1.3,6.4961553
JAMAICA,Upper Middle Income,JAM,Latin America and the Caribbean,Caribbean,1989,1989,,,,,1.3,,12.4,860,4.4,296.683,0.041795452,6.3,1.3,4.4
JAMAICA,Upper Middle Income,JAM,Latin America and the Caribbean,Caribbean,1991,1991,,,,2.2528181,2.9,1.1504483,11.798282,709.39148,5.4943142,288.856,0.040844857,5.5841579,2.9,5.4943142
JAMAICA,Upper Middle Income,JAM,Latin America and the Caribbean,Caribbean,1992,1992,,,,3.0542517,4.8,0.27169412,14.358539,1797.4767,2.7474396,287.545,0.049934928,5.7157731,15,2.7474396
JAMAICA,Upper Middle Income,JAM,Latin America and the Caribbean,Caribbean,1993,1993,,,,4.6228328,3.3,2.711241,12.607638,909.51929,4.4450088,288.711,0.043668714,6.1228719,3.8,4.4450088
JAMAICA,Upper Middle Income,JAM,Latin America and the Caribbean,Caribbean,1994,1994,,,,6.1944318,3.2,0.78284919,12.117333,951.21112,2.8879125,290.48,0.041714862,4.5992632,3.6,2.8879125
JAMAICA,Upper Middle Income,JAM,Latin America and the Caribbean,Caribbean,1995,1995,,,,5.9140835,3.7,0.84431684,9.7320423,975.82587,4.7737117,291.551,0.03338024,4.8389559,5.8,4.7737117
JAMAICA,Upper Middle Income,JAM,Latin America and the Caribbean,Caribbean,1996,1996,,,,3.7787323,1.6,0.1242387,11.245949,980.35101,2.5492194,293.447,0.038323612,5.5736051,6,2.5492194
JAMAICA,Upper Middle Income,JAM,Latin America and the Caribbean,Caribbean,1997,1997,,,,5.5249043,2.4,0.28155628,8.704565,917.84381,2.154505,294.212,0.02958603,3.5163493,1.7,2.154505
JAMAICA,Upper Middle Income,JAM,Latin America and the Caribbean,Caribbean,1998,1998,,,,4.3266268,1.3,0.94783783,9.5160084,2320.7305,2.6156082,293.687,0.032401871,3.7763541,1.7,2.6156082
JAMAICA,Upper Middle Income,JAM,Latin America and the Caribbean,Caribbean,1999,1999,,,,6.3292823,0.9,0.85886765,5.7000647,735.75348,2.4216707,291.936,0.019525049,2.1032155,2,2.4216707
JAMAICA,Upper Middle Income,JAM,Latin America and the Caribbean,Caribbean,2000,2000,,,,7.3276324,,1.4791776,7.1796288,731.87982,3.0286982,289.019,0.024841373,3.8887877,,3.0286982
JAMAICA,Upper Middle Income,JAM,Latin America and the Caribbean,Caribbean,2001,2001,,,,5.7607541,,0.99731076,6.576407,582.24731,3.2059278,285.733,0.023015917,3.9610896,,3.2059278
JAMAICA,Upper Middle Income,JAM,Latin America and the Caribbean,Caribbean,2002,2002,,,,8.4946661,,0.66118473,8.1496582,3251.2314,2.3577411,279.722,0.029134849,2.7494829,,2.3577411
JAMAICA,Upper Middle Income,JAM,Latin America and the Caribbean,Caribbean,2004,2004,,,,7.4716873,,1.0913254,4.8520217,792.65918,4.5279393,264.375,0.018352801,3.1185308,,4.5279393
JAMAICA,Upper Middle Income,JAM,Latin America and the Caribbean,Caribbean,2006,2006,,,,6.1232433,,0.85757422,7.5123138,614.62354,3.6943867,247.686,0.03032999,4.8464651,,3.6943867
JAMAICA,Upper Middle Income,JAM,Latin America and the Caribbean,Caribbean,2007,2007,,,,8.7429676,,1.184961,5.4326077,664.88031,2.6736851,241.847,0.022462994,1.765882,,2.6736851
JAMAICA,Upper Middle Income,JAM,Latin America and the Caribbean,Caribbean,2008,2008,,,,7.7062497,,0.27282158,6.9289327,1581.4,2.5136731,238.482,0.029054322,2.3649931,,2.5136731
JAMAICA,Upper Middle Income,JAM,Latin America and the Caribbean,Caribbean,2010,2010,,,,4.0669737,4.3,1.4688652,5.9524813,592.15997,4.9669719,230.567,0.02581671,3.4298162,2.6,4.9669719
JAMAICA,Upper Middle Income,JAM,Latin America and the Caribbean,Caribbean,2012,2012,,,,7.7805324,,0.77836055,6.8160543,1739.838,2.9581985,222.664,0.030611389,2.6667197,,2.9581985
JAMAICA,Upper Middle Income,JAM,Latin America and the Caribbean,Caribbean,2014,2014,,,,8.2964964,,0.5278405,5.9979162,584.29718,3.6015968,208.845,0.028719463,2.1604776,,3.6015968
JAPAN,High Income,JPN,Asia,Eastern Asia,2010,2010,,,,1.5,5.2,0.2,7.1,6643,2.3,5554.595,0.001278221,3.4,5.2,2.3
JORDAN,Upper Middle Income,JOR,Asia,Western Asia,1990,1990,,,,8.4433565,7.1,1.5029726,19.930117,6762.292,4.0594239,598.145,0.033319876,5.110497,6,4.0594239
JORDAN,Upper Middle Income,JOR,Asia,Western Asia,1997,1997,,,,4.3074102,2.3,0.59564763,11.062119,5650.876,2.3740115,722.151,0.015318291,3.8409305,1.9,2.3740115
JORDAN,Upper Middle Income,JOR,Asia,Western Asia,2002,2002,,,,4.4480133,4.1,0.82544291,11.630053,4762.0996,2.4861686,754.696,0.015410249,3.7348244,3.1,2.4861686
JORDAN,Upper Middle Income,JOR,Asia,Western Asia,2009,2009,,,,6.6431618,3.3,0.23213324,8.1686916,4117.5781,1.5603557,922.842,0.008851669,1.8585291,2.8,1.5603557
JORDAN,Upper Middle Income,JOR,Asia,Western Asia,2012,2012,,,,4.736793,2.7,0.65074867,7.7766194,5924.1431,2.4205425,1084.774,0.007168884,3.004456,2.5,2.4205425
KAZAKHSTAN,Upper Middle Income,KAZ,Asia,Central Asia,1995,1995,,,,4.1,11.3,1.8,23.3,729,6.4,1470.319,0.015846901,4.4,9.2,6.4
KAZAKHSTAN,Upper Middle Income,KAZ,Asia,Central Asia,1999,1999,,,,4.9383497,10.1,0.99930948,13.183997,624.47369,2.512363,1139.462,0.01157037,3.8020129,7.4,2.512363
KAZAKHSTAN,Upper Middle Income,KAZ,Asia,Central Asia,2006,2006,,,,16.891378,5.5,2.3131826,17.468149,4399.7505,4.8836746,1313.736,0.013296544,4.8785129,3.2,4.8836746
KAZAKHSTAN,Upper Middle Income,KAZ,Asia,Central Asia,2010-11,2010,,,,13.323991,,1.6701754,13.081357,5015.041,4.0597897,1606.237,0.008144101,3.658783,,4.0597897
KAZAKHSTAN,Upper Middle Income,KAZ,Asia,Central Asia,2015,2015,,,,9.3459644,5.2,1.0536858,8.0358334,5303.7905,3.0998039,1991.066,0.004035945,1.9518379,3.9,3.0998039
KENYA,Lower Middle Income,KEN,Africa,Eastern Africa,1985-89,1987,,,,,,,37,6957,5.5,4204.81,0.008799446,,,5.5
KENYA,Lower Middle Income,KEN,Africa,Eastern Africa,1993,1993,,,,5.8283381,4.4,2.6419413,40.152786,5006.0996,7.1194677,4565.426,0.00879497,19.406347,3.9,7.1194677
KENYA,Lower Middle Income,KEN,Africa,Eastern Africa,1994,1994,,,,5.1180878,3.4,2.3864684,41.1367,3712355.3,6.7987523,4598.796,0.008945102,17.871809,2.1,6.7987523
KENYA,Lower Middle Income,KEN,Africa,Eastern Africa,1998,1998,,,,5.8,,3.1,37.4,3050,7.2,5062.827,0.007387177,17.5,,7.2
KENYA,Lower Middle Income,KEN,Africa,Eastern Africa,2000,2000,,,,8.1383038,,2.8939655,40.785152,6417.7183,7.3906512,5422.693,0.007521199,17.085754,,7.3906512
KENYA,Lower Middle Income,KEN,Africa,Eastern Africa,2003,2003,,,,5.76373,1.1,2.3653741,35.765923,5544.3906,6.2301135,5881.097,0.006081505,16.437899,0.6,6.2301135
KENYA,Lower Middle Income,KEN,Africa,Eastern Africa,2005-06,2005,,,,7.8627439,,2.4011877,40.247379,3818246.3,6.947556,6079.73,0.006619929,18.001728,,6.947556
KENYA,Lower Middle Income,KEN,Africa,Eastern Africa,2008-09,2009,,,,4.9819183,0.4,2.1483119,35.490929,5704.9634,6.9374866,6614.54,0.005365593,16.455961,1.4,6.9374866
KENYA,Lower Middle Income,KEN,Africa,Eastern Africa,2014,2014,,,,4.1409392,1,0.98862612,26.188608,19249.623,4.1773558,6950.404,0.003767926,11.221016,0.6,4.1773558
KIRIBATI,Lower Middle Income,KIR,Oceania,Micronesia,1985,1985,,,,15.9,,,34.4,2941,12.6,10.009,3.436906784,11.3,,12.6
KIRIBATI,Lower Middle Income,KIR,Oceania,Micronesia,2009,2009,,,,,4.3,,,1045,,13.196,,14.9,3.4,
KUWAIT,High Income,KWT,Asia,Western Asia,1996-97,1996,,,,8.9,,,5,12376,1.7,172.83,0.028930163,1.5,,1.7
KUWAIT,High Income,KWT,Asia,Western Asia,2001,2001,,,,11,2.2,0.4,4,4878,2.2,231.224,0.017299242,2.2,1.4,2.2
KUWAIT,High Income,KWT,Asia,Western Asia,2002,2002,,,,6.6,1.9,0.5,3.6,3842,2.2,227.484,0.015825289,2.1,3.3,2.2
KUWAIT,High Income,KWT,Asia,Western Asia,2003,2003,,,,6.8,0.8,0.7,3.9,4308,2.6,218.64,0.017837541,2.3,0.6,2.6
KUWAIT,High Income,KWT,Asia,Western Asia,2004,2004,,,,7.1,0.9,1.1,4.1,4381,3.4,211.955,0.019343729,2.8,1.2,3.4
KUWAIT,High Income,KWT,Asia,Western Asia,2005,2005,,,,7.5,0.9,1,4.5,5601,3.3,213.652,0.021062288,2.7,0.5,3.3
KUWAIT,High Income,KWT,Asia,Western Asia,2006,2006,,,,8.7,6,0.6,4.6,3422,2.8,211.598,0.021739336,2.7,4.7,2.8
KUWAIT,High Income,KWT,Asia,Western Asia,2007,2007,,,,8.5,3.1,0.8,5.1,3949,3.6,220.349,0.023145102,2.9,2.6,3.6
KUWAIT,High Income,KWT,Asia,Western Asia,2008,2008,,,,9.3,2.3,0.5,5.1,4199,2.2,237.334,0.021488704,2.3,1.7,2.2
KUWAIT,High Income,KWT,Asia,Western Asia,2009,2009,,,,9,1.7,0.3,3.8,4099,1.8,256.791,0.014798026,1.7,1.9,1.8
KUWAIT,High Income,KWT,Asia,Western Asia,2010,2010,,,,7.8,3.3,0.6,4.1,4062,2.4,273.838,0.014972356,1.7,2.5,2.4
KUWAIT,High Income,KWT,Asia,Western Asia,2011,2011,,,,8.3,7,0.4,4,4200,1.7,291.37,0.013728249,2.1,5.1,1.7
KUWAIT,High Income,KWT,Asia,Western Asia,2012,2012,,,,9.5,2,0.6,4.3,3860,2.4,302.623,0.014209098,2.2,1,2.4
KUWAIT,High Income,KWT,Asia,Western Asia,2013,2013,,,,7.8,1.7,0.7,4.8,3571,2.7,307.95,0.015586946,3.1,1.5,2.7
KUWAIT,High Income,KWT,Asia,Western Asia,2014,2014,,,,8.7,,0.6,5.8,2864,2.4,309.912,0.01871499,3,,2.4
KUWAIT,High Income,KWT,Asia,Western Asia,2015,2015,,,,6,4.8,,4.9,3571,3.1,310.784,0.015766577,,3.3,3.1
KYRGYZSTAN,Lower Middle Income,KGZ,Asia,Central Asia,1997,1997,,,,8.1,3,0.8,36.2,1034,2.9,564.401,0.064138795,10.4,2.2,2.9
KYRGYZSTAN,Lower Middle Income,KGZ,Asia,Central Asia,2005-06,2006,,,,10.668764,1.9,1.0392785,18.097355,2943.9758,3.3593681,495.771,0.036503456,2.6834958,2.4,3.3593681
KYRGYZSTAN,Lower Middle Income,KGZ,Asia,Central Asia,2009,2009,,,,4.4,3.2,0.3,22.6,1743,1.3,573.163,0.039430319,4.7,2.2,1.3
KYRGYZSTAN,Lower Middle Income,KGZ,Asia,Central Asia,2012,2012,,,,8.8503342,2.3,1.2579308,17.889818,4421.0415,2.85286,678.749,0.026357045,3.776937,1.9,2.85286
KYRGYZSTAN,Lower Middle Income,KGZ,Asia,Central Asia,2014,2014,,,,6.9805651,3.9,0.84299034,12.919108,4440.627,2.8440199,732.295,0.017641945,2.7881813,3,2.8440199
LAO PEOPLE'S DEMOCRATIC REP,Lower Middle Income,LAO,Asia,South-Eastern Asia,1993,1993,,,,,4.6,,53.6,1365,11.8,819.674,0.065391851,39.8,5.3,11.8
LAO PEOPLE'S DEMOCRATIC REP,Lower Middle Income,LAO,Asia,South-Eastern Asia,1994,1994,,,,,,,52.9,2950,12.3,832.15,0.06357027,35.9,,12.3
LAO PEOPLE'S DEMOCRATIC REP,Lower Middle Income,LAO,Asia,South-Eastern Asia,2000,2000,,,,2.7,1.6,7.6,48.2,1505,17.5,796.669,0.060501915,36.4,3.7,17.5
LAO PEOPLE'S DEMOCRATIC REP,Lower Middle Income,LAO,Asia,South-Eastern Asia,2006,2006,,,,1.275481,4.6,1.6529173,47.666149,3992.2466,7.3867044,755.651,0.063079582,31.600597,4.4,7.3867044
LAO PEOPLE'S DEMOCRATIC REP,Lower Middle Income,LAO,Asia,South-Eastern Asia,2011-12,2011,,,,2.0248053,4.1,1.8724719,44.179504,10814.419,6.3772612,789.463,0.055961462,26.875643,3.9,6.3772612
LEBANON,Upper Middle Income,LBN,Asia,Western Asia,1996,1996,,,,20.834541,2.9,1.5565546,17.17634,1823.8445,3.6335413,328.072,0.052355398,3.5227396,2.4,3.6335413
LEBANON,Upper Middle Income,LBN,Asia,Western Asia,2004,2004,,,,16.7,3.9,2.9,16.5,1128,6.6,328.825,0.050178666,4.2,4.5,6.6
LESOTHO,Lower Middle Income,LSO,Africa,Southern Africa,1992,1992,,,,,,,39.2,4687,3.2,257.092,0.152474601,13.8,,3.2
LESOTHO,Lower Middle Income,LSO,Africa,Southern Africa,1993,1993,,,,,,,37.5,449,22.4,259.601,0.144452448,18.9,,22.4
LESOTHO,Lower Middle Income,LSO,Africa,Southern Africa,2000,2000,,,,21.020927,,3.0437541,52.7267,3530,6.8167405,272.429,0.193542905,14.929178,,6.8167405
LESOTHO,Lower Middle Income,LSO,Africa,Southern Africa,2004-05,2004,,,,6.659256,3.6,2.2345986,44.68689,1753.8231,5.5705895,260.186,0.171749787,16.580982,3.1,5.5705895
LESOTHO,Lower Middle Income,LSO,Africa,Southern Africa,2009-10,2009,,,,7.3319039,3.5,1.5317223,39.312645,2137.5837,3.8143911,254.949,0.154198075,13.44599,2.1,3.8143911
LESOTHO,Lower Middle Income,LSO,Africa,Southern Africa,2014,2014,,,,7.4770031,3.9,0.60624254,33.399006,1914.0175,2.8450289,276.042,0.120992479,10.543879,5,2.8450289
LIBERIA,Low Income,LBR,Africa,Western Africa,1999-00,2000,,,,4.6,4.4,2.2,45.3,4702,7.4,495.149,0.091487613,22.8,3,7.4
LIBERIA,Low Income,LBR,Africa,Western Africa,2006-07,2007,,,,4.1923852,3.1,3.0109746,39.562328,5440.562,7.8832521,598.804,0.066068911,20.367994,2.7,7.8832521
LIBERIA,Low Income,LBR,Africa,Western Africa,2010,2010,,,,,1.9,0.2,41.8,6288,2.8,653.631,0.063950455,14.9,1.1,2.8
LIBERIA,Low Income,LBR,Africa,Western Africa,2013,2013,,,,3.1964142,2.4,2.001601,32.081665,3624.6294,5.6278362,686.582,0.046726633,15.323437,1.9,5.6278362
LIBYA,Upper Middle Income,LBY,Africa,Northern Africa,1995,1995,,,,13.4,1.9,1.5,21.1,4681,3.6,601.728,0.035065678,4.2,1,3.6
LIBYA,Upper Middle Income,LBY,Africa,Northern Africa,2007,2007,,,,22.4,,2.9,21,10723,6.5,592.638,0.035434785,5.6,,6.5
MADAGASCAR,Low Income,MDG,Africa,Eastern Africa,1992,1992,,,,1.6459875,0.9,1.2407476,60.525589,4318.7729,6.4152966,2226.883,0.02717951,35.216312,0.9,6.4152966
MADAGASCAR,Low Income,MDG,Africa,Eastern Africa,1993-94,1993,,,,,0.7,,54.1,3131,16.4,2292.713,0.023596499,40.9,1.7,16.4
MADAGASCAR,Low Income,MDG,Africa,Eastern Africa,1995,1995,,,,,7.9,,55.2,5049,9,2438.716,0.022634862,30.4,6,9
MADAGASCAR,Low Income,MDG,Africa,Eastern Africa,1997,1997,,,,2.2,,2.5,58.2,3331,8.9,2611.192,0.022288671,38,,8.9
MADAGASCAR,Low Income,MDG,Africa,Eastern Africa,2003-04,2004,,,,6.2207279,7.4,5.5984979,52.620811,5765.8813,15.228851,3079.358,0.017088241,36.734982,5.1,15.228851
MADAGASCAR,Low Income,MDG,Africa,Eastern Africa,2008-09,2009,,,,,5.7,,49.350563,5845,,3352.201,0.014721839,,4.1,
MADAGASCAR,Low Income,MDG,Africa,Eastern Africa,2012-13,2013,,,,1.0717092,8.1,1.2884357,48.885666,10877.361,7.8665247,3579.718,0.01365629,32.882103,9.1,7.8665247
MALAWI,Low Income,MWI,Africa,Eastern Africa,1992,1992,,,,9.7538109,,2.0983887,55.377979,3418.8757,6.6187153,1843.902,0.030033038,24.377335,,6.6187153
MALAWI,Low Income,MWI,Africa,Eastern Africa,1995,1995,,,,,,,53.8,3654,8.5,1834.637,0.029324602,26.5,,8.5
MALAWI,Low Income,MWI,Africa,Eastern Africa,1997-98,1998,,,,17.29595,,4.0609837,62.260586,1038651.4,8.7418976,1958.961,0.031782453,24.506413,,8.7418976
MALAWI,Low Income,MWI,Africa,Eastern Africa,2000,2000,,,,8.8471327,3.4,2.8516796,54.648979,10728.421,6.8015499,2080.159,0.026271539,21.51726,1.2,6.8015499
MALAWI,Low Income,MWI,Africa,Eastern Africa,2004-05,2004,,,,10.151643,,3.1926348,52.417435,9440.2432,6.2981806,2286.081,0.022928949,18.575134,,6.2981806
MALAWI,Low Income,MWI,Africa,Eastern Africa,2006,2006,,,,11.304638,6.3,1.5444685,53.072124,22347.85,4.1657643,2415.187,0.021974333,15.601013,4.4,4.1657643
MALAWI,Low Income,MWI,Africa,Eastern Africa,2009,2009,,,,4.9,6.4,,48.8,981,1.8,2656.238,0.018371848,12.1,5.1,1.8
MALAWI,Low Income,MWI,Africa,Eastern Africa,2010,2010,,,,9.0282545,8,1.5490165,47.253113,5166.9321,4.0582027,2721.433,0.01736332,13.850408,6.5,4.0582027
MALAWI,Low Income,MWI,Africa,Eastern Africa,2013-14,2014,,,,5.0585909,9.3,1.0514262,42.39397,18522.729,3.805136,2854.996,0.014849047,16.712389,7.1,3.805136
MALAWI,Low Income,MWI,Africa,Eastern Africa,2015-16,2015,,,,4.5869155,3.7,0.6241529,37.388771,5785.8521,2.7748768,2887.867,0.012946847,11.778496,3.4,2.7748768
MALAYSIA,Upper Middle Income,MYS,Asia,South-Eastern Asia,1990,1990,,,,,10.2,,,316306,,2438.54,,22.1,9.9,
MALAYSIA,Upper Middle Income,MYS,Asia,South-Eastern Asia,1991,1991,,,,,,,,323299,,2470.317,,23.1,,
MALAYSIA,Upper Middle Income,MYS,Asia,South-Eastern Asia,1992,1992,,,,,,,,325469,,2501.874,,22.6,,
MALAYSIA,Upper Middle Income,MYS,Asia,South-Eastern Asia,1993,1993,,,,,3.4,,,313246,,2533.864,,20.5,3.4,
MALAYSIA,Upper Middle Income,MYS,Asia,South-Eastern Asia,1994,1994,,,,,2.5,,,317551,,2565.97,,19.7,2,
MALAYSIA,Upper Middle Income,MYS,Asia,South-Eastern Asia,1995,1995,,,,,,,,344736,,2596.542,,17.7,,
MALAYSIA,Upper Middle Income,MYS,Asia,South-Eastern Asia,1999,1999,,,,5.5,5.8,,20.7,5108,15.3,2684.162,0.007711904,16.7,1.7,15.3
MALAYSIA,Upper Middle Income,MYS,Asia,South-Eastern Asia,2006,2006,,,,,1.7,,17.2,5546,,2479.848,0.006935909,12.9,0.9,
MALAYSIA,Upper Middle Income,MYS,Asia,South-Eastern Asia,2015,2015,,,,7.1,,,17.7,2486,8,2569.345,0.006888915,12.4,,8
MALAYSIA,Upper Middle Income,MYS,Asia,South-Eastern Asia,2016,2016,,,,6,,,20.7,,11.5,2612.247,0.007924212,13.7,,11.5
MALDIVES,Upper Middle Income,MDV,Asia,Southern Asia,1994,1994,,,,1.2,,3.5,36.1,1995,16.1,40.933,0.881929006,32.5,,16.1
MALDIVES,Upper Middle Income,MDV,Asia,Southern Asia,1995,1995,,,,2.2,,,33,798,18.9,39.92,0.826653307,39,,18.9
MALDIVES,Upper Middle Income,MDV,Asia,Southern Asia,1997-98,1997,,,,9.8,,9.2,43,1486,19.9,36.94,1.164049811,36.7,,19.9
MALDIVES,Upper Middle Income,MDV,Asia,Southern Asia,2001,2001,,,,3.9,,3.5,31.9,746,13.4,31.522,1.011991625,25.7,,13.4
MALDIVES,Upper Middle Income,MDV,Asia,Southern Asia,2009,2009,,,,6.1309705,,2.6777422,18.591135,2839.6028,10.775291,31.933,0.582191933,17.713673,,10.775291
